accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.8547197580337524,0.9248515963554382,0.5040138959884644,0.8303834795951843,0.8712431192398071,0.45110732316970825,0.0001250000059371814
0.8576695919036865,0.9251369833946228,0.5014581084251404,0.8303834795951843,0.8716912269592285,0.4502843916416168,0.0001250000059371814
0.8554572463035583,0.9283109903335571,0.4889580309391022,0.8289085626602173,0.8722677230834961,0.44876179099082947,0.0001250000059371814
0.846238911151886,0.9277726411819458,0.4944625794887543,0.8303834795951843,0.8723938465118408,0.4477834701538086,0.0001250000059371814
0.857300877571106,0.9269130229949951,0.49472537636756897,0.8274336457252502,0.8717542886734009,0.4486953020095825,0.0001250000059371814
0.8617256879806519,0.9272378087043762,0.49656277894973755,0.8259587287902832,0.870639443397522,0.4498516619205475,0.0001250000059371814
0.8554572463035583,0.9238771200180054,0.5089574456214905,0.8274336457252502,0.869947612285614,0.4522140622138977,0.0001250000059371814
0.851401150226593,0.9255597591400146,0.5013927221298218,0.8274336457252502,0.8698105812072754,0.4528840482234955,0.0001250000059371814
0.8558259606361389,0.9256486296653748,0.4992999732494354,0.8244837522506714,0.8697267770767212,0.45307278633117676,6.25000029685907e-05
0.8502950072288513,0.922630786895752,0.5065270066261292,0.8259587287902832,0.8688621520996094,0.4549885392189026,6.25000029685907e-05
0.8561946749687195,0.9289359450340271,0.490043044090271,0.8244837522506714,0.8690361380577087,0.45489615201950073,6.25000029685907e-05
0.8528761267662048,0.926569938659668,0.4983024001121521,0.8244837522506714,0.8696017265319824,0.45431816577911377,6.25000029685907e-05
0.8558259606361389,0.9335693120956421,0.47688308358192444,0.8244837522506714,0.8695364594459534,0.45415183901786804,6.25000029685907e-05
0.8517699241638184,0.925277590751648,0.501049816608429,0.8244837522506714,0.8700422048568726,0.4530319571495056,6.25000029685907e-05
0.860988199710846,0.9299507141113281,0.4859928786754608,0.8230088353157043,0.8702977895736694,0.4525067210197449,6.25000029685907e-05
0.8613569140434265,0.9340271353721619,0.47833719849586487,0.8244837522506714,0.8693559169769287,0.45440179109573364,6.25000029685907e-05
0.857300877571106,0.9280487895011902,0.49329453706741333,0.8230088353157043,0.8689915537834167,0.4555424749851227,6.25000029685907e-05
0.8561946749687195,0.9294628500938416,0.48526301980018616,0.8215339183807373,0.8689219355583191,0.45565110445022583,6.25000029685907e-05
